"file","method","embedding","k","nf","nu","runtime_sec","silhouette","ch","prob_silh","wss","n_obs","status","embedding_dim","embedding_label","model_id"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k4_nf5.rds","RKM","user_embeddings_64",4,5,NA,831.784952402115,-0.0114245357613378,96.962144246488,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k4__nf5"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k5_nf2.rds","RKM","user_embeddings_64",5,2,NA,773.642699241638,0.0521802943184276,81.6282186843023,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k5__nf2"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k5_nf3.rds","RKM","user_embeddings_64",5,3,NA,1083.50602436066,-0.0121577274780202,84.8733986359862,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k5__nf3"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k5_nf4.rds","RKM","user_embeddings_64",5,4,NA,867.234915733337,-0.0114961404196532,85.194427852327,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k5__nf4"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k5_nf5.rds","RKM","user_embeddings_64",5,5,NA,959.540651798248,-0.0114498083505147,85.2322675476137,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k5__nf5"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k6_nf2.rds","RKM","user_embeddings_64",6,2,NA,800.816708564758,0.0563101527904743,71.8059042215149,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k6__nf2"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k6_nf3.rds","RKM","user_embeddings_64",6,3,NA,1233.80860924721,0.0389182716541598,75.0319506375882,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k6__nf3"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k6_nf4.rds","RKM","user_embeddings_64",6,4,NA,1092.09585976601,-0.0210532583571183,76.3859256697272,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k6__nf4"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k6_nf5.rds","RKM","user_embeddings_64",6,5,NA,981.982635259628,-0.0183556755498037,76.7878076499656,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k6__nf5"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k7_nf2.rds","RKM","user_embeddings_64",7,2,NA,1424.25886511803,-0.0219825709741027,64.3056901430276,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k7__nf2"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k7_nf3.rds","RKM","user_embeddings_64",7,3,NA,2306.87913227081,0.0364464812848617,68.0034753657253,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k7__nf3"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k7_nf4.rds","RKM","user_embeddings_64",7,4,NA,1435.25284576416,0.0206981654761231,69.7291003444957,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k7__nf4"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k7_nf5.rds","RKM","user_embeddings_64",7,5,NA,997.129694223404,0.0242090951679711,70.2059214571016,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k7__nf5"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k8_nf2.rds","RKM","user_embeddings_64",8,2,NA,1252.83751273155,-0.0518704588756211,58.0566619977938,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k8__nf2"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k8_nf3.rds","RKM","user_embeddings_64",8,3,NA,1595.37015914917,0.0276996898209603,62.3074454518275,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k8__nf3"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k8_nf4.rds","RKM","user_embeddings_64",8,4,NA,1064.50818037987,0.0184605036245068,64.2220555728491,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k8__nf4"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_64_k8_nf5.rds","RKM","user_embeddings_64",8,5,NA,707.876748561859,-0.00138955354425686,64.8297045666821,NA,NA,6040,"ok",64,"64-dimensional","RKM__user_embeddings_64__k8__nf5"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k2_nf2.rds","RKM","user_embeddings_128",2,2,NA,165.947725772858,0.330489065304047,139.519281556154,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k2__nf2"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k2_nf3.rds","RKM","user_embeddings_128",2,3,NA,184.381731987,0.330489065304047,139.519281556154,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k2__nf3"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k2_nf4.rds","RKM","user_embeddings_128",2,4,NA,184.096231937408,0.330773228362899,139.519216185649,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k2__nf4"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k2_nf5.rds","RKM","user_embeddings_128",2,5,NA,201.667444229126,0.330156846018547,139.517451232062,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k2__nf5"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k3_nf2.rds","RKM","user_embeddings_128",3,2,NA,186.85050702095,0.216648156955089,113.029906012128,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k3__nf2"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k3_nf3.rds","RKM","user_embeddings_128",3,3,NA,199.618850946426,0.212969782740307,113.028701914233,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k3__nf3"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k3_nf4.rds","RKM","user_embeddings_128",3,4,NA,218.604355812073,0.215290262325698,113.026968406492,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k3__nf4"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k3_nf5.rds","RKM","user_embeddings_128",3,5,NA,239.21426820755,0.209923698599955,113.02681603319,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k3__nf5"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k4_nf2.rds","RKM","user_embeddings_128",4,2,NA,448.538949728012,-0.0123852999575528,90.8258504612257,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k4__nf2"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k4_nf3.rds","RKM","user_embeddings_128",4,3,NA,421.831568956375,-0.0110402543708491,91.2682353095214,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k4__nf3"
