"embedding","k","method_1","method_2","ari"
"user_embeddings_128",4,"RKM","FPDC",0.0422000681319487
"user_embeddings_128",4,"RKM","FPDC",0.0342706153620023
"user_embeddings_128",4,"RKM","FPDC",0.0792971440256618
"user_embeddings_128",4,"RKM","FPDC",0.0804706725961788
"user_embeddings_128",4,"RKM","FPDC",0.033222333999153
"user_embeddings_128",4,"RKM","FPDC",0.0383756450682615
"user_embeddings_128",4,"RKM","RKM",0.899376249009783
"user_embeddings_128",4,"RKM","RKM",0.893449775296965
"user_embeddings_128",4,"RKM","FPDC",0.124500044105693
"user_embeddings_128",4,"RKM","FPDC",0.124494175338816
"user_embeddings_128",4,"RKM","FPDC",0.16362000380809
"user_embeddings_128",4,"RKM","FPDC",0.162971546436436
"user_embeddings_128",4,"RKM","FPDC",0.220409739607419
"user_embeddings_128",4,"RKM","FPDC",0.202876686968654
"user_embeddings_128",4,"RKM","FPDC",0.0898409661359931
"user_embeddings_128",4,"RKM","FPDC",0.110521535545853
"user_embeddings_128",4,"RKM","RKM",0.959694572835132
"user_embeddings_128",4,"RKM","FPDC",0.110578211381833
"user_embeddings_128",4,"RKM","FPDC",0.110497664427654
"user_embeddings_128",4,"RKM","FPDC",0.148812136338638
"user_embeddings_128",4,"RKM","FPDC",0.139215220972069
"user_embeddings_128",4,"RKM","FPDC",0.193082185837345
"user_embeddings_128",4,"RKM","FPDC",0.17719794596066
"user_embeddings_128",4,"RKM","FPDC",0.0797393695316374
"user_embeddings_128",4,"RKM","FPDC",0.0979454715203615
"user_embeddings_128",4,"RKM","FPDC",0.111794101257626
"user_embeddings_128",4,"RKM","FPDC",0.111650852123802
"user_embeddings_128",4,"RKM","FPDC",0.145897143445814
"user_embeddings_128",4,"RKM","FPDC",0.137142965956883
"user_embeddings_128",4,"RKM","FPDC",0.195869315914235
"user_embeddings_128",4,"RKM","FPDC",0.176940407926324
"user_embeddings_128",4,"RKM","FPDC",0.0803393810719953
"user_embeddings_128",4,"RKM","FPDC",0.0991734455538039
"user_embeddings_128",4,"FPDC","FPDC",0.956398433614555
"user_embeddings_128",4,"FPDC","FPDC",0.394692513361915
"user_embeddings_128",4,"FPDC","FPDC",0.428686869670375
"user_embeddings_128",4,"FPDC","FPDC",0.373675319999235
"user_embeddings_128",4,"FPDC","FPDC",0.357979182383736
"user_embeddings_128",4,"FPDC","FPDC",0.163078936199105
"user_embeddings_128",4,"FPDC","FPDC",0.239789442852069
"user_embeddings_128",4,"FPDC","FPDC",0.393978610099976
"user_embeddings_128",4,"FPDC","FPDC",0.427343128753709
"user_embeddings_128",4,"FPDC","FPDC",0.372450899595422
"user_embeddings_128",4,"FPDC","FPDC",0.356798059132431
"user_embeddings_128",4,"FPDC","FPDC",0.162875792843309
"user_embeddings_128",4,"FPDC","FPDC",0.236645967112115
"user_embeddings_128",4,"FPDC","FPDC",0.673086624917997
"user_embeddings_128",4,"FPDC","FPDC",0.389906744943253
"user_embeddings_128",4,"FPDC","FPDC",0.35395636507692
"user_embeddings_128",4,"FPDC","FPDC",0.176479950529992
"user_embeddings_128",4,"FPDC","FPDC",0.256464805602056
"user_embeddings_128",4,"FPDC","FPDC",0.369064157563072
"user_embeddings_128",4,"FPDC","FPDC",0.352745333638831
"user_embeddings_128",4,"FPDC","FPDC",0.179283636968008
"user_embeddings_128",4,"FPDC","FPDC",0.258758679026511
"user_embeddings_128",4,"FPDC","FPDC",0.49691894666243
"user_embeddings_128",4,"FPDC","FPDC",0.23554271162102
"user_embeddings_128",4,"FPDC","FPDC",0.320094207737961
"user_embeddings_128",4,"FPDC","FPDC",0.222157669008434
"user_embeddings_128",4,"FPDC","FPDC",0.304981874808289
"user_embeddings_128",4,"FPDC","FPDC",0.184016073601032
"user_embeddings_128",5,"KMeans","PD",-0.000411902624181948
"user_embeddings_128",5,"KMeans","RKM",0.773813611786373
"user_embeddings_128",5,"KMeans","RKM",0.854651586899435
"user_embeddings_128",5,"KMeans","RKM",0.817172817415635
"user_embeddings_128",5,"KMeans","RKM",0.825056675480036
"user_embeddings_128",5,"KMeans","FPDC",0.0895387657441643
"user_embeddings_128",5,"KMeans","FPDC",0.0942984104609772
"user_embeddings_128",5,"KMeans","FPDC",0.0345634268653052
"user_embeddings_128",5,"KMeans","FPDC",0.0359359130229435
"user_embeddings_128",5,"KMeans","FPDC",0.0192865847895879
"user_embeddings_128",5,"KMeans","FPDC",0.0119372058314614
"user_embeddings_128",5,"KMeans","FPDC",0.00946588461294269
"user_embeddings_128",5,"KMeans","FPDC",0.0104766310704217
"user_embeddings_128",5,"PD","RKM",-0.000317003404692784
"user_embeddings_128",5,"PD","RKM",-0.000348609030322778
"user_embeddings_128",5,"PD","RKM",-0.00028404604605992
"user_embeddings_128",5,"PD","RKM",-0.000262067882748085
"user_embeddings_128",5,"PD","FPDC",-0.00034219304595611
"user_embeddings_128",5,"PD","FPDC",-0.000370900645424253
"user_embeddings_128",5,"PD","FPDC",7.47682566446846e-05
"user_embeddings_128",5,"PD","FPDC",0.00010812765858638
"user_embeddings_128",5,"PD","FPDC",5.60070363917401e-05
"user_embeddings_128",5,"PD","FPDC",-0.000370298829820014
"user_embeddings_128",5,"PD","FPDC",-0.000217778584426575
"user_embeddings_128",5,"PD","FPDC",-6.04817745641186e-05
"user_embeddings_128",5,"RKM","RKM",0.768587134253042
"user_embeddings_128",5,"RKM","RKM",0.797208376112481
"user_embeddings_128",5,"RKM","RKM",0.795338887749688
"user_embeddings_128",5,"RKM","FPDC",0.138526598766346
"user_embeddings_128",5,"RKM","FPDC",0.142939671649463
"user_embeddings_128",5,"RKM","FPDC",0.0682103674083632
"user_embeddings_128",5,"RKM","FPDC",0.0686539470792437
"user_embeddings_128",5,"RKM","FPDC",0.024971746959222
"user_embeddings_128",5,"RKM","FPDC",0.0168200781143362
"user_embeddings_128",5,"RKM","FPDC",0.015335553425869
"user_embeddings_128",5,"RKM","FPDC",0.016265593372639
"user_embeddings_128",5,"RKM","RKM",0.788109373243128
"user_embeddings_128",5,"RKM","RKM",0.793386935554538
"user_embeddings_128",5,"RKM","FPDC",0.110289624967404
"user_embeddings_128",5,"RKM","FPDC",0.115633912431497
"user_embeddings_128",5,"RKM","FPDC",0.0479391596900169
"user_embeddings_128",5,"RKM","FPDC",0.0445442990132353
"user_embeddings_128",5,"RKM","FPDC",0.0217749356998046
"user_embeddings_128",5,"RKM","FPDC",0.0169047761409494
"user_embeddings_128",5,"RKM","FPDC",0.01194695799317
"user_embeddings_128",5,"RKM","FPDC",0.0128899899157284
"user_embeddings_128",5,"RKM","RKM",0.953702169603372
"user_embeddings_128",5,"RKM","FPDC",0.122333668471133
"user_embeddings_128",5,"RKM","FPDC",0.12703779136046
"user_embeddings_128",5,"RKM","FPDC",0.0620462598138245
"user_embeddings_128",5,"RKM","FPDC",0.0677547006867986
"user_embeddings_128",5,"RKM","FPDC",0.0232733489803006
"user_embeddings_128",5,"RKM","FPDC",0.0120627109506103
"user_embeddings_128",5,"RKM","FPDC",0.0140826250612581
"user_embeddings_128",5,"RKM","FPDC",0.0152704658488458
"user_embeddings_128",5,"RKM","FPDC",0.119386700565313
"user_embeddings_128",5,"RKM","FPDC",0.123423839193989
"user_embeddings_128",5,"RKM","FPDC",0.0613534355026799
"user_embeddings_128",5,"RKM","FPDC",0.0662479742383472
"user_embeddings_128",5,"RKM","FPDC",0.0230971093260315
"user_embeddings_128",5,"RKM","FPDC",0.0128284079463284
"user_embeddings_128",5,"RKM","FPDC",0.0137509744499395
"user_embeddings_128",5,"RKM","FPDC",0.0144331919538904
"user_embeddings_128",5,"FPDC","FPDC",0.892844305137598
"user_embeddings_128",5,"FPDC","FPDC",0.358747064315163
"user_embeddings_128",5,"FPDC","FPDC",0.390106447723035
"user_embeddings_128",5,"FPDC","FPDC",0.32500078594591
"user_embeddings_128",5,"FPDC","FPDC",0.328515635367078
"user_embeddings_128",5,"FPDC","FPDC",0.184575157398886
"user_embeddings_128",5,"FPDC","FPDC",0.18088378576425
"user_embeddings_128",5,"FPDC","FPDC",0.353789971948224
"user_embeddings_128",5,"FPDC","FPDC",0.387936086510821
"user_embeddings_128",5,"FPDC","FPDC",0.315257902964407
"user_embeddings_128",5,"FPDC","FPDC",0.320924272892652
"user_embeddings_128",5,"FPDC","FPDC",0.180079206061437
"user_embeddings_128",5,"FPDC","FPDC",0.176210335339771
"user_embeddings_128",5,"FPDC","FPDC",0.525876095083512
"user_embeddings_128",5,"FPDC","FPDC",0.342601757437622
"user_embeddings_128",5,"FPDC","FPDC",0.345022350155564
"user_embeddings_128",5,"FPDC","FPDC",0.228163598918005
"user_embeddings_128",5,"FPDC","FPDC",0.218919230842947
"user_embeddings_128",5,"FPDC","FPDC",0.35313380816987
"user_embeddings_128",5,"FPDC","FPDC",0.354668009967714
"user_embeddings_128",5,"FPDC","FPDC",0.240729901088565
"user_embeddings_128",5,"FPDC","FPDC",0.227701548129948
"user_embeddings_128",5,"FPDC","FPDC",0.531775338689985
"user_embeddings_128",5,"FPDC","FPDC",0.308211225561969
"user_embeddings_128",5,"FPDC","FPDC",0.284476040134362
"user_embeddings_128",5,"FPDC","FPDC",0.302678649155901
"user_embeddings_128",5,"FPDC","FPDC",0.280032350541625
"user_embeddings_128",5,"FPDC","FPDC",0.271213422345554
"user_embeddings_128",6,"KMeans","PD",-2.9736609693833e-05
"user_embeddings_128",6,"KMeans","RKM",0.563265903081365
"user_embeddings_128",6,"KMeans","RKM",0.57798169761421
"user_embeddings_128",6,"KMeans","RKM",0.599734206695275
"user_embeddings_128",6,"KMeans","RKM",0.594472613491048
"user_embeddings_128",6,"KMeans","FPDC",0.10950993085832
"user_embeddings_128",6,"KMeans","FPDC",0.109655121274595
"user_embeddings_128",6,"KMeans","FPDC",0.0510301640666556
"user_embeddings_128",6,"KMeans","FPDC",0.0734192561583558
"user_embeddings_128",6,"KMeans","FPDC",0.0425255334604595
"user_embeddings_128",6,"KMeans","FPDC",0.0112029584260076
"user_embeddings_128",6,"KMeans","FPDC",0.0075178478591968
"user_embeddings_128",6,"KMeans","FPDC",0.00527961188548304
"user_embeddings_128",6,"PD","RKM",-0.000104514712160021
"user_embeddings_128",6,"PD","RKM",-8.09533930098747e-05
"user_embeddings_128",6,"PD","RKM",-0.000159952306857226
"user_embeddings_128",6,"PD","RKM",-0.000139314535018087
"user_embeddings_128",6,"PD","FPDC",8.11395046598329e-05
"user_embeddings_128",6,"PD","FPDC",9.80513407624145e-05
"user_embeddings_128",6,"PD","FPDC",-0.000242162396215535
"user_embeddings_128",6,"PD","FPDC",-0.000120177935919301
"user_embeddings_128",6,"PD","FPDC",-0.000244151260807732
"user_embeddings_128",6,"PD","FPDC",-0.00016342085419513
"user_embeddings_128",6,"PD","FPDC",0.000274965172249251
"user_embeddings_128",6,"PD","FPDC",-8.16748641596915e-05
"user_embeddings_128",6,"RKM","RKM",0.860089321013487
"user_embeddings_128",6,"RKM","RKM",0.824002315536004
"user_embeddings_128",6,"RKM","RKM",0.818734211353056
"user_embeddings_128",6,"RKM","FPDC",0.0895650041932463
"user_embeddings_128",6,"RKM","FPDC",0.0882460326824834
"user_embeddings_128",6,"RKM","FPDC",0.0316991512275655
"user_embeddings_128",6,"RKM","FPDC",0.038565235506787
"user_embeddings_128",6,"RKM","FPDC",0.00540501442945888
"user_embeddings_128",6,"RKM","FPDC",-0.0104459049604229
"user_embeddings_128",6,"RKM","FPDC",-0.00317916634514511
"user_embeddings_128",6,"RKM","FPDC",-0.00381306396501344
"user_embeddings_128",6,"RKM","RKM",0.896030395199301
"user_embeddings_128",6,"RKM","RKM",0.865503074684304
"user_embeddings_128",6,"RKM","FPDC",0.0970368508078565
"user_embeddings_128",6,"RKM","FPDC",0.0956428559437368
"user_embeddings_128",6,"RKM","FPDC",0.0424063877720506
"user_embeddings_128",6,"RKM","FPDC",0.040868876668091
"user_embeddings_128",6,"RKM","FPDC",0.011409029380151
"user_embeddings_128",6,"RKM","FPDC",-0.00375069427737231
"user_embeddings_128",6,"RKM","FPDC",0.0012834602881067
"user_embeddings_128",6,"RKM","FPDC",0.000145741028023686
"user_embeddings_128",6,"RKM","RKM",0.892581396900007
"user_embeddings_128",6,"RKM","FPDC",0.0907286683614528
"user_embeddings_128",6,"RKM","FPDC",0.0899458966068399
"user_embeddings_128",6,"RKM","FPDC",0.0433153622340759
"user_embeddings_128",6,"RKM","FPDC",0.0413124638384242
"user_embeddings_128",6,"RKM","FPDC",0.0125081248200274
"user_embeddings_128",6,"RKM","FPDC",-0.00624342801080014
"user_embeddings_128",6,"RKM","FPDC",-0.000768181613115425
"user_embeddings_128",6,"RKM","FPDC",-0.0013226181389669
"user_embeddings_128",6,"RKM","FPDC",0.0875956896882484
"user_embeddings_128",6,"RKM","FPDC",0.0871293283628529
"user_embeddings_128",6,"RKM","FPDC",0.0423858574038163
"user_embeddings_128",6,"RKM","FPDC",0.039975106814347
"user_embeddings_128",6,"RKM","FPDC",0.00790048705379223
"user_embeddings_128",6,"RKM","FPDC",-0.013719321105061
"user_embeddings_128",6,"RKM","FPDC",-0.0030367200739505
"user_embeddings_128",6,"RKM","FPDC",-0.00310375768998423
"user_embeddings_128",6,"FPDC","FPDC",0.860639043363144
"user_embeddings_128",6,"FPDC","FPDC",0.350774386865241
"user_embeddings_128",6,"FPDC","FPDC",0.301633847193624
"user_embeddings_128",6,"FPDC","FPDC",0.322509496140919
"user_embeddings_128",6,"FPDC","FPDC",0.295075056653944
"user_embeddings_128",6,"FPDC","FPDC",0.152080582421938
"user_embeddings_128",6,"FPDC","FPDC",0.128716154864744
"user_embeddings_128",6,"FPDC","FPDC",0.353725455010011
"user_embeddings_128",6,"FPDC","FPDC",0.304115595171401
"user_embeddings_128",6,"FPDC","FPDC",0.332022572339513
"user_embeddings_128",6,"FPDC","FPDC",0.301343901075925
"user_embeddings_128",6,"FPDC","FPDC",0.151910951436554
"user_embeddings_128",6,"FPDC","FPDC",0.129457551121068
"user_embeddings_128",6,"FPDC","FPDC",0.48864701905848
"user_embeddings_128",6,"FPDC","FPDC",0.355464477226251
"user_embeddings_128",6,"FPDC","FPDC",0.318814454547106
"user_embeddings_128",6,"FPDC","FPDC",0.184537380549148
"user_embeddings_128",6,"FPDC","FPDC",0.165210634961703
"user_embeddings_128",6,"FPDC","FPDC",0.347480745512509
"user_embeddings_128",6,"FPDC","FPDC",0.303122966421594
"user_embeddings_128",6,"FPDC","FPDC",0.153111060244869
"user_embeddings_128",6,"FPDC","FPDC",0.134600484683089
"user_embeddings_128",6,"FPDC","FPDC",0.617982860519013
"user_embeddings_128",6,"FPDC","FPDC",0.234137921829081
"user_embeddings_128",6,"FPDC","FPDC",0.210118579404462
"user_embeddings_128",6,"FPDC","FPDC",0.265536980047294
"user_embeddings_128",6,"FPDC","FPDC",0.234224762574438
"user_embeddings_128",6,"FPDC","FPDC",0.241461082316053
"user_embeddings_128",7,"KMeans","PD",-0.00032923879974938
"user_embeddings_128",7,"KMeans","RKM",0.262380979969274
"user_embeddings_128",7,"KMeans","RKM",0.283073694041671
"user_embeddings_128",7,"KMeans","RKM",0.260358081444691
"user_embeddings_128",7,"KMeans","RKM",0.264632547514375
"user_embeddings_128",7,"KMeans","FPDC",0.0950569545958033
"user_embeddings_128",7,"KMeans","FPDC",0.095480316817418
"user_embeddings_128",7,"KMeans","FPDC",0.0394735991679374
"user_embeddings_128",7,"KMeans","FPDC",0.0251463112492568
"user_embeddings_128",7,"KMeans","FPDC",0.0124838541852959
"user_embeddings_128",7,"KMeans","FPDC",0.0121000495032724
"user_embeddings_128",7,"KMeans","FPDC",0.0872416274475624
"user_embeddings_128",7,"PD","RKM",4.44182271692229e-05
"user_embeddings_128",7,"PD","RKM",-9.31822399301989e-05
"user_embeddings_128",7,"PD","RKM",-0.0002746031559972
"user_embeddings_128",7,"PD","RKM",-0.000330482801451167
"user_embeddings_128",7,"PD","FPDC",0.000435604277763805
"user_embeddings_128",7,"PD","FPDC",0.0003369183732547
"user_embeddings_128",7,"PD","FPDC",0.000148839751754412
"user_embeddings_128",7,"PD","FPDC",8.04969551261364e-05
"user_embeddings_128",7,"PD","FPDC",-0.000111974719207484
"user_embeddings_128",7,"PD","FPDC",5.22688190051575e-05
"user_embeddings_128",7,"PD","FPDC",0.000283204840082615
"user_embeddings_128",7,"RKM","RKM",0.626775639789444
"user_embeddings_128",7,"RKM","RKM",0.319044155142849
"user_embeddings_128",7,"RKM","RKM",0.313550511178898
"user_embeddings_128",7,"RKM","FPDC",0.163058400466716
"user_embeddings_128",7,"RKM","FPDC",0.167162399710517
"user_embeddings_128",7,"RKM","FPDC",0.100466964937347
"user_embeddings_128",7,"RKM","FPDC",0.137062961125642
"user_embeddings_128",7,"RKM","FPDC",0.0405520916164883
"user_embeddings_128",7,"RKM","FPDC",0.0446539210206608
"user_embeddings_128",7,"RKM","FPDC",0.147028350349329
"user_embeddings_128",7,"RKM","RKM",0.352176381066724
"user_embeddings_128",7,"RKM","RKM",0.341241842503207
"user_embeddings_128",7,"RKM","FPDC",0.146150362564377
"user_embeddings_128",7,"RKM","FPDC",0.150883297199027
"user_embeddings_128",7,"RKM","FPDC",0.0842920678099016
"user_embeddings_128",7,"RKM","FPDC",0.131550420601356
"user_embeddings_128",7,"RKM","FPDC",0.0382040536902187
"user_embeddings_128",7,"RKM","FPDC",0.0406698494755773
"user_embeddings_128",7,"RKM","FPDC",0.136424837215072
"user_embeddings_128",7,"RKM","RKM",0.814611235336603
"user_embeddings_128",7,"RKM","FPDC",0.0901819260261504
"user_embeddings_128",7,"RKM","FPDC",0.0894279386984564
"user_embeddings_128",7,"RKM","FPDC",0.0445378156378149
"user_embeddings_128",7,"RKM","FPDC",0.0319003126543392
"user_embeddings_128",7,"RKM","FPDC",0.0167573927228766
"user_embeddings_128",7,"RKM","FPDC",0.0224021348698389
"user_embeddings_128",7,"RKM","FPDC",0.0835262402270821
"user_embeddings_128",7,"RKM","FPDC",0.0869613093123106
"user_embeddings_128",7,"RKM","FPDC",0.0872700035069117
"user_embeddings_128",7,"RKM","FPDC",0.0515837066681437
"user_embeddings_128",7,"RKM","FPDC",0.0344569020505035
"user_embeddings_128",7,"RKM","FPDC",0.018969679582295
"user_embeddings_128",7,"RKM","FPDC",0.024137494683006
"user_embeddings_128",7,"RKM","FPDC",0.0810881464535374
"user_embeddings_128",7,"FPDC","FPDC",0.763333269394711
"user_embeddings_128",7,"FPDC","FPDC",0.209346917791234
"user_embeddings_128",7,"FPDC","FPDC",0.198192415350101
"user_embeddings_128",7,"FPDC","FPDC",0.0688915819082053
"user_embeddings_128",7,"FPDC","FPDC",0.0791111639337319
"user_embeddings_128",7,"FPDC","FPDC",0.686065535941359
"user_embeddings_128",7,"FPDC","FPDC",0.218232780815942
"user_embeddings_128",7,"FPDC","FPDC",0.213812452842619
"user_embeddings_128",7,"FPDC","FPDC",0.0712435046103778
"user_embeddings_128",7,"FPDC","FPDC",0.0820469734787528
"user_embeddings_128",7,"FPDC","FPDC",0.645981460011215
"user_embeddings_128",7,"FPDC","FPDC",0.484966195402535
"user_embeddings_128",7,"FPDC","FPDC",0.144371881566783
"user_embeddings_128",7,"FPDC","FPDC",0.178024181333512
"user_embeddings_128",7,"FPDC","FPDC",0.197474763154775
"user_embeddings_128",7,"FPDC","FPDC",0.152230685162778
"user_embeddings_128",7,"FPDC","FPDC",0.190071917933513
"user_embeddings_128",7,"FPDC","FPDC",0.189743093889683
"user_embeddings_128",7,"FPDC","FPDC",0.166526347551628
"user_embeddings_128",7,"FPDC","FPDC",0.0663600252273171
"user_embeddings_128",7,"FPDC","FPDC",0.0768948784143176
"user_embeddings_128",8,"KMeans","PD",-6.02599394970076e-05
"user_embeddings_128",8,"KMeans","RKM",0.349427536611403
"user_embeddings_128",8,"KMeans","RKM",0.517585745850773
"user_embeddings_128",8,"KMeans","RKM",0.494773718538
"user_embeddings_128",8,"KMeans","RKM",0.593224802869712
"user_embeddings_128",8,"KMeans","FPDC",0.10213401023177
"user_embeddings_128",8,"KMeans","FPDC",0.026090503723649
"user_embeddings_128",8,"KMeans","FPDC",0.00790969120283119
"user_embeddings_128",8,"KMeans","FPDC",0.0277709934121676
"user_embeddings_128",8,"KMeans","FPDC",0.0163862555961503
"user_embeddings_128",8,"KMeans","FPDC",0.0126003082221283
"user_embeddings_128",8,"PD","RKM",-0.000146325364793158
"user_embeddings_128",8,"PD","RKM",-3.28945823092993e-05
"user_embeddings_128",8,"PD","RKM",-0.000237582953172202
"user_embeddings_128",8,"PD","RKM",-0.000201764700865724
"user_embeddings_128",8,"PD","FPDC",-8.44156590087025e-05
"user_embeddings_128",8,"PD","FPDC",-0.00019299619503137
"user_embeddings_128",8,"PD","FPDC",0.000240442950767347
"user_embeddings_128",8,"PD","FPDC",-0.000220075294254003
"user_embeddings_128",8,"PD","FPDC",-1.6232362358352e-06
"user_embeddings_128",8,"PD","FPDC",-0.000210593118274298
"user_embeddings_128",8,"RKM","RKM",0.426623774916311
"user_embeddings_128",8,"RKM","RKM",0.474587535157345
"user_embeddings_128",8,"RKM","RKM",0.385269015054646
"user_embeddings_128",8,"RKM","FPDC",0.157067626390368
"user_embeddings_128",8,"RKM","FPDC",0.180084384728471
"user_embeddings_128",8,"RKM","FPDC",0.186628293981978
"user_embeddings_128",8,"RKM","FPDC",0.151789270220889
"user_embeddings_128",8,"RKM","FPDC",0.0702319543946052
"user_embeddings_128",8,"RKM","FPDC",0.0525498017936946
"user_embeddings_128",8,"RKM","RKM",0.503362985257624
"user_embeddings_128",8,"RKM","RKM",0.460758313101015
"user_embeddings_128",8,"RKM","FPDC",0.123075456590378
"user_embeddings_128",8,"RKM","FPDC",0.0654892752704213
"user_embeddings_128",8,"RKM","FPDC",0.0690892165634076
"user_embeddings_128",8,"RKM","FPDC",0.0980843727179334
"user_embeddings_128",8,"RKM","FPDC",0.030585730475108
"user_embeddings_128",8,"RKM","FPDC",0.0239467600936537
"user_embeddings_128",8,"RKM","RKM",0.62942856875796
"user_embeddings_128",8,"RKM","FPDC",0.134895135996192
"user_embeddings_128",8,"RKM","FPDC",0.0586977010622146
"user_embeddings_128",8,"RKM","FPDC",0.0772779554513767
"user_embeddings_128",8,"RKM","FPDC",0.0717059335728788
"user_embeddings_128",8,"RKM","FPDC",0.0384198950841213
"user_embeddings_128",8,"RKM","FPDC",0.0261417651569872
"user_embeddings_128",8,"RKM","FPDC",0.0983696222136576
"user_embeddings_128",8,"RKM","FPDC",0.0418812551974629
"user_embeddings_128",8,"RKM","FPDC",0.0251279204947452
"user_embeddings_128",8,"RKM","FPDC",0.017213956347209
"user_embeddings_128",8,"RKM","FPDC",0.0195078359191747
"user_embeddings_128",8,"RKM","FPDC",0.0125275076629041
"user_embeddings_128",8,"FPDC","FPDC",0.260000538924356
"user_embeddings_128",8,"FPDC","FPDC",0.195859618321879
"user_embeddings_128",8,"FPDC","FPDC",0.175253896955477
"user_embeddings_128",8,"FPDC","FPDC",0.0752421834531268
"user_embeddings_128",8,"FPDC","FPDC",0.0670169443830425
"user_embeddings_128",8,"FPDC","FPDC",0.286812064515777
"user_embeddings_128",8,"FPDC","FPDC",0.279444670522475
"user_embeddings_128",8,"FPDC","FPDC",0.11556257475967
"user_embeddings_128",8,"FPDC","FPDC",0.101468278538807
"user_embeddings_128",8,"FPDC","FPDC",0.499975131035455
"user_embeddings_128",8,"FPDC","FPDC",0.17440090634329
"user_embeddings_128",8,"FPDC","FPDC",0.142388160239521
"user_embeddings_128",8,"FPDC","FPDC",0.168282750394182
"user_embeddings_128",8,"FPDC","FPDC",0.144227495032522
"user_embeddings_128",8,"FPDC","FPDC",0.138223779784411
"user_embeddings_256",2,"KMeans","PD",-0.000170559680589602
"user_embeddings_256",2,"KMeans","RKM",0.975145549103248
"user_embeddings_256",2,"KMeans","RKM",0.96998496922198
"user_embeddings_256",2,"KMeans","RKM",0.970834949960232
"user_embeddings_256",2,"KMeans","RKM",0.974336601645097
"user_embeddings_256",2,"KMeans","FPDC",6.49076218015058e-06
"user_embeddings_256",2,"KMeans","FPDC",6.49076218015058e-06
"user_embeddings_256",2,"KMeans","FPDC",0.0131153601801795
"user_embeddings_256",2,"KMeans","FPDC",0.0130381015555617
"user_embeddings_256",2,"KMeans","FPDC",0.0154913228999392
"user_embeddings_256",2,"KMeans","FPDC",0.0159020181323127
"user_embeddings_256",2,"KMeans","FPDC",0.00697520741847443
"user_embeddings_256",2,"KMeans","FPDC",0.00826819532894534
"user_embeddings_256",2,"PD","RKM",-0.000169659764707262
"user_embeddings_256",2,"PD","RKM",-0.000155246166791639
"user_embeddings_256",2,"PD","RKM",-0.000186770723259213
"user_embeddings_256",2,"PD","RKM",-0.000175104776480145
"user_embeddings_256",2,"PD","FPDC",0.0476034100139394
"user_embeddings_256",2,"PD","FPDC",0.0476034100139394
"user_embeddings_256",2,"PD","FPDC",0.0131150020904439
"user_embeddings_256",2,"PD","FPDC",0.0131914363550796
"user_embeddings_256",2,"PD","FPDC",0.0142050448653734
"user_embeddings_256",2,"PD","FPDC",0.0134993648481994
"user_embeddings_256",2,"PD","FPDC",0.0165997421198603
"user_embeddings_256",2,"PD","FPDC",0.0178218259944031
"user_embeddings_256",2,"RKM","RKM",0.980600829947945
"user_embeddings_256",2,"RKM","RKM",0.983221931461594
"user_embeddings_256",2,"RKM","RKM",0.986736965940217
"user_embeddings_256",2,"RKM","FPDC",5.75152891147122e-06
"user_embeddings_256",2,"RKM","FPDC",5.75152891147122e-06
"user_embeddings_256",2,"RKM","FPDC",0.0135751980137053
"user_embeddings_256",2,"RKM","FPDC",0.013496635812033
"user_embeddings_256",2,"RKM","FPDC",0.0158231414026332
"user_embeddings_256",2,"RKM","FPDC",0.0164080216949269
"user_embeddings_256",2,"RKM","FPDC",0.00765884704095192
"user_embeddings_256",2,"RKM","FPDC",0.00863457404062224
"user_embeddings_256",2,"RKM","RKM",0.990315981426731
"user_embeddings_256",2,"RKM","RKM",0.990309957319407
"user_embeddings_256",2,"RKM","FPDC",4.68294745851637e-05
"user_embeddings_256",2,"RKM","FPDC",4.68294745851637e-05
"user_embeddings_256",2,"RKM","FPDC",0.012961902481837
"user_embeddings_256",2,"RKM","FPDC",0.0128851102403938
"user_embeddings_256",2,"RKM","FPDC",0.015324836549334
"user_embeddings_256",2,"RKM","FPDC",0.0159005737673333
"user_embeddings_256",2,"RKM","FPDC",0.00708559842214416
"user_embeddings_256",2,"RKM","FPDC",0.00814580150283296
"user_embeddings_256",2,"RKM","RKM",0.994705180799401
"user_embeddings_256",2,"RKM","FPDC",3.94833136627829e-05
"user_embeddings_256",2,"RKM","FPDC",3.94833136627829e-05
"user_embeddings_256",2,"RKM","FPDC",0.013190084443883
"user_embeddings_256",2,"RKM","FPDC",0.0131126310860537
"user_embeddings_256",2,"RKM","FPDC",0.0152428999142816
"user_embeddings_256",2,"RKM","FPDC",0.0159846397665965
"user_embeddings_256",2,"RKM","FPDC",0.00714203288420177
"user_embeddings_256",2,"RKM","FPDC",0.00796673834157643
"user_embeddings_256",2,"RKM","FPDC",-1.16111401007503e-06
"user_embeddings_256",2,"RKM","FPDC",-1.16111401007503e-06
"user_embeddings_256",2,"RKM","FPDC",0.0131902252689347
"user_embeddings_256",2,"RKM","FPDC",0.013112769590274
"user_embeddings_256",2,"RKM","FPDC",0.0154075120258674
"user_embeddings_256",2,"RKM","FPDC",0.0161531902578824
"user_embeddings_256",2,"RKM","FPDC",0.00725531816669884
"user_embeddings_256",2,"RKM","FPDC",0.00808618901725875
"user_embeddings_256",2,"FPDC","FPDC",1
"user_embeddings_256",2,"FPDC","FPDC",0.0517424591804123
"user_embeddings_256",2,"FPDC","FPDC",0.0518934647797899
